what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1397114706093
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1397114706904
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1397114710031
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1397114710254
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1397114715013
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1397114719573
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1397114730473
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1397114785329
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1397114801829
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1397114802469
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1397114804165
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1397114804171
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1397114804299
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1397114809638
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1397114831945
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1397114861941
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1397114873687
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1397114909525
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1397114909534
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1397114909577
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1397114912302
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1397114927093
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1397114927100
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1397114927214
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1397114933779
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1397114947121
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1397114955156
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1397114955163
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1397114955337
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1397114965820
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1397114974737
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1397114980590
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1397114982908
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1397114982914
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1397114983034
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1397114985448
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1397115024797
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1397115031816
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1397115051282
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1397115052259
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1397115070906
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1397115071688
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1397115090448
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1397115091836
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1397115113179
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1397115152816
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1397115152823
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1397115152946
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1397115154566
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1397115167577
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1397115171027
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1397115172291
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1397115179755
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1397115179761
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1397115179929
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1397115181351
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1397115251593
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1397115279551
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1397115280782
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1397115290919
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1397115290924
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1397115291094
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1397115309249
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1397115310374
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1397115325309
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1397115326525
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1397115337971
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1397115338941
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1397115347234
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1397115348212
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1397115357601
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1397115359647
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1397115360247
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1397115377120
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1397115377875
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1397115382128
