what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392601400013
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392601403184
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392601414544
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392601506683
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392601515138
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392601520309
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392601728624
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1392601748054
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1392601750027
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1392601751182
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392601766388
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392601766593
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1392601793235
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1392601827702
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1392601829369
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1392601852612
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392601858518
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392601866277
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1392601874186
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1392601876942
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1392601879947
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1392601880942
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1392601881809
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1392601884354
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392601885704
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392601888558
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392601895820
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392601901752
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1392601905498
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1392601908546
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1392601911557
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1392601912415
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1392601913656
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392601913797
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392601917645
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392601919402
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392601926001
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392601944776
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392602198895
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1392602215567
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1392602216073
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1392602226314
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1392602228984
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1392602257333
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1392602258995
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1392602264178
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1392602266039
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1392602267931
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1392602279328
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1392602280245
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1392602282469
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1392602288295
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1392602322776
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1392602331148
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1392602334627
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1392602340853
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1392602385228
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1392602386284
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1392602438267
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392602439084
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392602443682
