what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1394343269911
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1394343278970
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1394343302594
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1394343302597
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1394343302708
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1394343314998
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1394343318121
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1394343336738
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1394343337571
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1394343339059
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1394343340227
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1394343341435
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1394343343343
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1394343343346
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1394343343502
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1394343354861
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394343357337
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394343362953
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1394343364627
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1394343376678
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394343378589
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394343384761
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1394343386981
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1394343405380
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1394343405384
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1394343405495
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1394343406378
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394343408034
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394343441227
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1394343446784
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1394343478636
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1394343478639
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1394343478800
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394343481335
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394343487339
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394343716599
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394343730223
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394343735255
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394343966919
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394343978162
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394343993055
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394344013410
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394344052315
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1394344090533
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1394344092597
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1394344108566
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1394344115936
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1394344143878
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1394344145262
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1394344148254
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1394344153268
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1394344154998
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1394344155958
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1394344161613
