what,kind,bundleId,bundleVersion,description,time
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1394584592438
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394584598499
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1394584608641
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1394584608865
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1394584609092
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1394584609278
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1394584609678
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1394584609893
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1394584610194
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394584616568
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1394584616958
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1394584617062
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394584617131
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1394584619337
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1394584619341
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1394584619465
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1394584621363
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394584621405
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1394584622121
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394584626553
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1394584692686
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1394584705871
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1394584735150
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1394584754442
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394584754509
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1394584755632
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1394584755785
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394584755862
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1394584758842
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1394584758842
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1394584771038
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1394584771043
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1394584771157
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1394584815468
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1394584815473
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1394584815484
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394584821916
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394584825767
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394584827221
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394584827723
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1394584828463
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1394584828678
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1394584830206
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1394584830211
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1394584830323
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394584831695
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394584835526
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394584836054
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394584836513
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1394584838230
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1394584839414
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1394584914162
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1394584914167
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1394584914284
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394584919348
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394584940544
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1394584949628
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1394584950722
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1394584952570
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1394584954003
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1394584954008
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1394584954127
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394584956440
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394584961107
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394584964467
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394584990940
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1394585028076
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1394585029286
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1394585029920
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1394585030356
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1394585032182
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1394585032187
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1394585032199
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394585056738
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394585074652
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1394585076886
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394585079675
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394671536710
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394671537763
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394671540302
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394671540970
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394671540987
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1394671541068
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1394671544406
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1394671544444
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1394671544544
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1394671544642
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1394671544642
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1394671544642
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1394671544642
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1394671544727
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1394671544727
stopped,bundle,edu.stanford.cs106,1.0.0,"edu.stanford.cs106",1394671544727
stopped,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1394671544846
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1394671545010
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1394672515717
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1394672515717
