what,kind,bundleId,bundleVersion,description,time
locale,sysinfo,,,"en_US",1393448431127
processors,sysinfo,,,"8",1393448431188
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1393448431188
java.runtime.version,sysinfo,,,"1.6.0_65-b14-462-11M4609",1393448431188
java.specification.name,sysinfo,,,"Java Platform API Specification",1393448431188
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1393448431188
java.specification.version,sysinfo,,,"1.6",1393448431188
java.vendor,sysinfo,,,"Apple Inc.",1393448431188
java.version,sysinfo,,,"1.6.0_65",1393448431188
java.vm.info,sysinfo,,,"mixed mode",1393448431188
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1393448431188
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1393448431188
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1393448431188
java.vm.specification.version,sysinfo,,,"1.0",1393448431188
java.vm.vendor,sysinfo,,,"Apple Inc.",1393448431188
java.vm.version,sysinfo,,,"20.65-b04-462",1393448431188
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1393448431691
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1393448431744
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1393448432373
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1393448432774
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1393448433175
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1393448433322
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1393448433350
