what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1392695332166
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1392695358614
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392695367834
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392695399142
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1392695435624
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1392695476731
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1392695481397
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1392695489760
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392695492673
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392695671280
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1392695697200
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392695699288
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392695700052
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392695702373
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392695753580
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1392695848602
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392695850459
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392695892651
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1392695908211
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392695908892
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392695909521
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392695913858
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392695965633
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1392695972786
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1392695974878
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1392696070774
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392696073306
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392696076278
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392696077293
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392696078527
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392696082358
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392696312905
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392696329884
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392696330744
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392696415476
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392696485999
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1392696554811
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392696564679
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392696564886
error,log,,,"Unhandled event loop exception",1392696565394
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392696581297
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392696598470
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1392696608629
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1392696640232
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1392696644830
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1392696646913
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1392696647819
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1392696648714
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1392696649587
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1392696650578
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1392696656964
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1392696671835
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392696676782
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392696825271
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1392696850148
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392696862940
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392696918366
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1392696948206
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1392696968585
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392696970728
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392697026337
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1392697033844
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392697037544
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392697118273
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1392697133226
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1392697326812
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392697328422
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392697377215
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1392697447399
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392697449443
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392697468859
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392697500533
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392697586426
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392697631534
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392697636957
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1392697712397
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1392697714461
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1392697715000
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1392697715789
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1392697733176
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392697772725
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392697784301
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1392697794143
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1392697794434
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1392697794936
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1392697795344
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1392697795716
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1392697795945
