what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396299424536
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1396299494460
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1396299494776
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1396299495004
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396299574406
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396299627502
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1396299628735
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1396299633166
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1396299634440
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1396299634706
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1396299639869
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1396299647447
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1396299656230
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1396299755182
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1396299757106
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396299772856
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396299773920
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396299811637
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396299844178
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1396299883319
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1396299888060
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396299917333
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396300093849
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396300125864
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396300131017
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396300187768
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396300259080
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396300262369
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396300275451
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1396300291807
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1396300293259
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1396300294612
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1396300295404
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396300346087
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396300368902
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396300422445
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396300422456
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1396300429354
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1396300430566
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1396300432924
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396300435077
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396300435089
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1396300435514
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1396300438995
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1396300440926
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1396300456466
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1396300458028
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1396300459480
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1396300460988
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1396300480341
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1396300480447
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1396300480564
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1396300492590
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1396300493849
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1396300496584
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1396300497951
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1396300539961
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1396300542957
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1396300544144
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1396300547207
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1396300549970
